ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
STAG2	stromal antigen 2(STAG2)	Homo sapiens			Cell division and chromosome partitioning,	GO:0007062~sister chromatid cohesion,GO:0007067~mitotic nuclear division,GO:0016925~protein sumoylation,GO:0032876~negative regulation of DNA endoreduplication,GO:0051301~cell division,GO:0051321~meiotic cell cycle,	GO:0000775~chromosome, centromeric region,GO:0000785~chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005694~chromosome,GO:0005730~nucleolus,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0015629~actin cytoskeleton,GO:0016020~membrane,GO:0045111~intermediate filament cytoskeleton,	GO:0005515~protein binding,	IPR013721:STAG,IPR016024:Armadillo-type fold,IPR020839:Stromalin conservative domain,	hsa04110:Cell cycle,				3D-structure,Acetylation,Alternative splicing,Cell cycle,Cell division,Centromere,Chromosome,Chromosome partition,Coiled coil,Complete proteome,Meiosis,Mitosis,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,	chain:Cohesin subunit SA-2,compositionally biased region:Poly-Ser,domain:SCD,modified residue,sequence conflict,sequence variant,
SYCP2	synaptonemal complex protein 2(SYCP2)	Homo sapiens				GO:0007130~synaptonemal complex assembly,GO:0007140~male meiosis,GO:0007143~female meiotic division,GO:0009566~fertilization,GO:0043066~negative regulation of apoptotic process,GO:0048808~male genitalia morphogenesis,GO:0051301~cell division,	GO:0000795~synaptonemal complex,GO:0000800~lateral element,GO:0005634~nucleus,	GO:0003677~DNA binding,GO:0046982~protein heterodimerization activity,	IPR024832:Synaptonemal complex protein 2,IPR024835:Synaptonemal complex protein 2/protein 2-like,					Cell cycle,Cell division,Chromosome,Complete proteome,DNA-binding,Meiosis,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,	chain:Synaptonemal complex protein 2,compositionally biased region:Poly-Ser,sequence conflict,sequence variant,
TET2	tet methylcytosine dioxygenase 2(TET2)	Homo sapiens				GO:0001822~kidney development,GO:0002318~myeloid progenitor cell differentiation,GO:0006211~5-methylcytosine catabolic process,GO:0006493~protein O-linked glycosylation,GO:0007049~cell cycle,GO:0009791~post-embryonic development,GO:0014070~response to organic cyclic compound,GO:0019511~peptidyl-proline hydroxylation,GO:0019857~5-methylcytosine metabolic process,GO:0019858~cytosine metabolic process,GO:0020027~hemoglobin metabolic process,GO:0030099~myeloid cell differentiation,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048536~spleen development,GO:0061484~hematopoietic stem cell homeostasis,GO:0070989~oxidative demethylation,GO:0072576~liver morphogenesis,GO:0080111~DNA demethylation,GO:0080182~histone H3-K4 trimethylation,	GO:0005634~nucleus,	GO:0000907~sulfonate dioxygenase activity,GO:0003677~DNA binding,GO:0005515~protein binding,GO:0008198~ferrous iron binding,GO:0008270~zinc ion binding,GO:0018602~2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity,GO:0019798~procollagen-proline dioxygenase activity,GO:0034792~hypophosphite dioxygenase activity,GO:0043734~DNA-N1-methyladenine dioxygenase activity,GO:0052634~C-19 gibberellin 2-beta-dioxygenase activity,GO:0052635~C-20 gibberellin 2-beta-dioxygenase activity,GO:0070579~methylcytosine dioxygenase activity,	IPR024779:2OGFeDO domain, nucleic acid-modifying type,		614286~Myelodysplastic syndrome, somatic,		SM01333:SM01333,	3D-structure,Alternative splicing,Cell cycle,Chromatin regulator,Complete proteome,Dioxygenase,DNA-binding,Glycoprotein,Iron,Metal-binding,Methylation,Oxidoreductase,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Tumor suppressor,Zinc,	binding site:2-oxoglutarate,chain:Probable methylcytosine dioxygenase TET2,compositionally biased region:Gln-rich,compositionally biased region:Pro-rich,metal ion-binding site:Iron; catalytic,modified residue,sequence conflict,sequence variant,splice variant,
TCF7L2	transcription factor 7 like 2(TCF7L2)	Homo sapiens				GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0001568~blood vessel development,GO:0006351~transcription, DNA-templated,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0007050~cell cycle arrest,GO:0007223~Wnt signaling pathway, calcium modulating pathway,GO:0008283~cell proliferation,GO:0009749~response to glucose,GO:0010909~positive regulation of heparan sulfate proteoglycan biosynthetic process,GO:0016055~Wnt signaling pathway,GO:0031016~pancreas development,GO:0032024~positive regulation of insulin secretion,GO:0032092~positive regulation of protein binding,GO:0032350~regulation of hormone metabolic process,GO:0042593~glucose homeostasis,GO:0043433~negative regulation of sequence-specific DNA binding transcription factor activity,GO:0043570~maintenance of DNA repeat elements,GO:0044334~canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition,GO:0045444~fat cell differentiation,GO:0045892~negative regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0046827~positive regulation of protein export from nucleus,GO:0048625~myoblast fate commitment,GO:0048660~regulation of smooth muscle cell proliferation,GO:0051897~positive regulation of protein kinase B signaling,GO:0060070~canonical Wnt signaling pathway,GO:0090090~negative regulation of canonical Wnt signaling pathway,GO:1904837~beta-catenin-TCF complex assembly,GO:2000675~negative regulation of type B pancreatic cell apoptotic process,GO:2001237~negative regulation of extrinsic apoptotic signaling pathway,	GO:0000790~nuclear chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0016605~PML body,GO:0032993~protein-DNA complex,GO:0070369~beta-catenin-TCF7L2 complex,	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0001103~RNA polymerase II repressing transcription factor binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005515~protein binding,GO:0008013~beta-catenin binding,GO:0008134~transcription factor binding,GO:0019901~protein kinase binding,GO:0035257~nuclear hormone receptor binding,GO:0043565~sequence-specific DNA binding,GO:0044212~transcription regulatory region DNA binding,GO:0045295~gamma-catenin binding,GO:0070016~armadillo repeat domain binding,	IPR009071:High mobility group (HMG) box domain,IPR013558:CTNNB1 binding, N-teminal,IPR024940:Transcription factor TCF/LEF,IPR027397:Catenin binding domain,	hsa04310:Wnt signaling pathway,hsa04390:Hippo signaling pathway,hsa04520:Adherens junction,hsa04916:Melanogenesis,hsa05200:Pathways in cancer,hsa05210:Colorectal cancer,hsa05213:Endometrial cancer,hsa05215:Prostate cancer,hsa05216:Thyroid cancer,hsa05217:Basal cell carcinoma,hsa05221:Acute myeloid leukemia,hsa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),	125853~Diabetes mellitus, type 2, susceptibility to,		SM00398:HMG,	3D-structure,Activator,Alternative splicing,Complete proteome,Diabetes mellitus,DNA-binding,Isopeptide bond,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repressor,Transcription,Transcription regulation,Ubl conjugation,Wnt signaling pathway,	chain:Transcription factor 7-like 2,compositionally biased region:Pro-rich,cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO),DNA-binding region:HMG box,helix,mutagenesis site,region of interest:CTNNB1-binding,region of interest:Promoter-specific activation domain,sequence conflict,sequence variant,short sequence motif:Nuclear localization signal,splice variant,
TNRC6B	trinucleotide repeat containing 6B(TNRC6B)	Homo sapiens				GO:0007223~Wnt signaling pathway, calcium modulating pathway,GO:0031047~gene silencing by RNA,GO:0035194~posttranscriptional gene silencing by RNA,GO:0035278~miRNA mediated inhibition of translation,GO:0048015~phosphatidylinositol-mediated signaling,GO:0060213~positive regulation of nuclear-transcribed mRNA poly(A) tail shortening,GO:1900153~positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay,	GO:0000932~cytoplasmic mRNA processing body,GO:0005829~cytosol,	GO:0000166~nucleotide binding,GO:0005515~protein binding,GO:0044822~poly(A) RNA binding,	IPR012677:Nucleotide-binding, alpha-beta plait,IPR019486:Argonaute hook domain,					Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,RNA-binding,RNA-mediated gene silencing,Translation regulation,	chain:Trinucleotide repeat-containing gene 6B protein,compositionally biased region:Gln-rich,compositionally biased region:Pro-rich,domain:RRM,modified residue,sequence conflict,sequence variant,splice variant,
TRIM17	tripartite motif containing 17(TRIM17)	Homo sapiens				GO:0006914~autophagy,GO:0032880~regulation of protein localization,GO:0051865~protein autoubiquitination,	GO:0005622~intracellular,	GO:0004842~ubiquitin-protein transferase activity,GO:0005515~protein binding,GO:0008270~zinc ion binding,GO:0016874~ligase activity,GO:0030674~protein binding, bridging,GO:0046872~metal ion binding,	IPR000315:Zinc finger, B-box,IPR001841:Zinc finger, RING-type,IPR001870:B30.2/SPRY domain,IPR003877:SPla/RYanodine receptor SPRY,IPR003879:Butyrophylin-like,IPR006574:SPRY-associated,IPR013083:Zinc finger, RING/FYVE/PHD-type,IPR013320:Concanavalin A-like lectin/glucanase, subgroup,IPR017907:Zinc finger, RING-type, conserved site,IPR027370:RING-type zinc-finger, LisH dimerisation motif,				SM00184:RING,SM00336:BBOX,SM00449:SPRY,SM00589:PRY,	Alternative splicing,Coiled coil,Complete proteome,Ligase,Metal-binding,Proteomics identification,Reference proteome,Ubl conjugation,Ubl conjugation pathway,Zinc,Zinc-finger,	chain:E3 ubiquitin-protein ligase TRIM17,domain:B30.2/SPRY,zinc finger region:B box-type,zinc finger region:RING-type,
TP53	tumor protein p53(TP53)	Homo sapiens	1.RBphosphoE2F,152.altered_synaptic_signalling-neurodegenerative_disorders,157.14-3-3_Cell_Cycle,38.Cell_cycle_arrest_and_apoptosis_ceramide,94.E2F_transcriptional_activity_cell_cycle,99.NF-kB_activation,	h_arfPathway:Tumor Suppressor Arf Inhibits Ribosomal Biogenesis,h_atmPathway:ATM Signaling Pathway,h_atrbrcaPathway:Role of BRCA1,  BRCA2 and ATR in Cancer Susceptibility,h_btg2Pathway:BTG family proteins and cell cycle regulation,h_chemicalPathway:Apoptotic Signaling in Response to DNA Damage,h_ctcfPathway:CTCF: First Multivalent Nuclear Factor,h_EfpPathway:Estrogen-responsive protein Efp controls cell cycle and breast tumors growth,h_g1Pathway:Cell Cycle: G1/S Check Point ,h_g2Pathway:Cell Cycle: G2/M Checkpoint,h_p53hypoxiaPathway:Hypoxia and p53 in the Cardiovascular system,h_p53Pathway:p53 Signaling Pathway,h_plk3Pathway:Regulation of cell cycle progression by Plk3,h_pmlPathway:Regulation of transcriptional activity by PML,h_rbPathway:RB Tumor Suppressor/Checkpoint Signaling in response to DNA damage,h_rnaPathway:Double Stranded RNA Induced Gene Expression,h_telPathway:Telomeres, Telomerase, Cellular Aging, and  Immortality,h_tertPathway:Overview of telomerase protein component gene hTert Transcriptional Regulation ,h_tidPathway:Chaperones modulate interferon Signaling Pathway,		GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0000733~DNA strand renaturation,GO:0006284~base-excision repair,GO:0006289~nucleotide-excision repair,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006366~transcription from RNA polymerase II promoter,GO:0006461~protein complex assembly,GO:0006915~apoptotic process,GO:0006974~cellular response to DNA damage stimulus,GO:0006977~DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest,GO:0006978~DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator,GO:0006983~ER overload response,GO:0007049~cell cycle,GO:0007050~cell cycle arrest,GO:0007265~Ras protein signal transduction,GO:0007275~multicellular organism development,GO:0007569~cell aging,GO:0008104~protein localization,GO:0008283~cell proliferation,GO:0008285~negative regulation of cell proliferation,GO:0008340~determination of adult lifespan,GO:0010165~response to X-ray,GO:0010332~response to gamma radiation,GO:0010628~positive regulation of gene expression,GO:0016032~viral process,GO:0016925~protein sumoylation,GO:0030154~cell differentiation,GO:0030308~negative regulation of cell growth,GO:0030330~DNA damage response, signal transduction by p53 class mediator,GO:0031065~positive regulation of histone deacetylation,GO:0031497~chromatin assembly,GO:0031571~mitotic G1 DNA damage checkpoint,GO:0032461~positive regulation of protein oligomerization,GO:0034613~cellular protein localization,GO:0034644~cellular response to UV,GO:0035690~cellular response to drug,GO:0042149~cellular response to glucose starvation,GO:0042771~intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,GO:0042981~regulation of apoptotic process,GO:0043065~positive regulation of apoptotic process,GO:0043066~negative regulation of apoptotic process,GO:0043153~entrainment of circadian clock by photoperiod,GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process,GO:0043525~positive regulation of neuron apoptotic process,GO:0045892~negative regulation of transcription, DNA-templated,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0046677~response to antibiotic,GO:0046827~positive regulation of protein export from nucleus,GO:0046902~regulation of mitochondrial membrane permeability,GO:0048147~negative regulation of fibroblast proliferation,GO:0048512~circadian behavior,GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation,GO:0051097~negative regulation of helicase activity,GO:0051262~protein tetramerization,GO:0051974~negative regulation of telomerase activity,GO:0070245~positive regulation of thymocyte apoptotic process,GO:0071158~positive regulation of cell cycle arrest,GO:0071456~cellular response to hypoxia,GO:0071479~cellular response to ionizing radiation,GO:0072332~intrinsic apoptotic signaling pathway by p53 class mediator,GO:0090200~positive regulation of release of cytochrome c from mitochondria,GO:0090399~replicative senescence,GO:0090403~oxidative stress-induced premature senescence,GO:0097193~intrinsic apoptotic signaling pathway,GO:0097252~oligodendrocyte apoptotic process,GO:1900119~positive regulation of execution phase of apoptosis,GO:1900740~positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,GO:1901796~regulation of signal transduction by p53 class mediator,GO:1902749~regulation of cell cycle G2/M phase transition,GO:1990440~positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress,GO:2000379~positive regulation of reactive oxygen species metabolic process,GO:2001244~positive regulation of intrinsic apoptotic signaling pathway,	GO:0000790~nuclear chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005657~replication fork,GO:0005669~transcription factor TFIID complex,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,GO:0005783~endoplasmic reticulum,GO:0005829~cytosol,GO:0016021~integral component of membrane,GO:0016363~nuclear matrix,GO:0016604~nuclear body,GO:0016605~PML body,GO:0043234~protein complex,	GO:0000977~RNA polymerase II regulatory region sequence-specific DNA binding,GO:0000981~RNA polymerase II transcription factor activity, sequence-specific DNA binding,GO:0001046~core promoter sequence-specific DNA binding,GO:0001085~RNA polymerase II transcription factor binding,GO:0001228~transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding,GO:0002020~protease binding,GO:0002039~p53 binding,GO:0003677~DNA binding,GO:0003682~chromatin binding,GO:0003684~damaged DNA binding,GO:0003690~double-stranded DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005507~copper ion binding,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0008134~transcription factor binding,GO:0008270~zinc ion binding,GO:0019899~enzyme binding,GO:0019901~protein kinase binding,GO:0019903~protein phosphatase binding,GO:0030971~receptor tyrosine kinase binding,GO:0031625~ubiquitin protein ligase binding,GO:0035035~histone acetyltransferase binding,GO:0042802~identical protein binding,GO:0043565~sequence-specific DNA binding,GO:0043621~protein self-association,GO:0044212~transcription regulatory region DNA binding,GO:0046872~metal ion binding,GO:0046982~protein heterodimerization activity,GO:0047485~protein N-terminus binding,GO:0051087~chaperone binding,GO:0051721~protein phosphatase 2A binding,	IPR002117:p53 tumour suppressor family,IPR008967:p53-like transcription factor, DNA-binding,IPR010991:p53, tetramerisation domain,IPR011615:p53, DNA-binding domain,IPR012346:p53/RUNT-type transcription factor, DNA-binding domain,IPR013872:p53 transactivation domain,IPR015155:PLAA family ubiquitin binding, PFU,	hsa04010:MAPK signaling pathway,hsa04071:Sphingolipid signaling pathway,hsa04110:Cell cycle,hsa04115:p53 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04210:Apoptosis,hsa04310:Wnt signaling pathway,hsa04722:Neurotrophin signaling pathway,hsa04919:Thyroid hormone signaling pathway,hsa05014:Amyotrophic lateral sclerosis (ALS),hsa05016:Huntington's disease,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05166:HTLV-I infection,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05200:Pathways in cancer,hsa05202:Transcriptional misregulation in cancer,hsa05203:Viral carcinogenesis,hsa05205:Proteoglycans in cancer,hsa05206:MicroRNAs in cancer,hsa05210:Colorectal cancer,hsa05212:Pancreatic cancer,hsa05213:Endometrial cancer,hsa05214:Glioma,hsa05215:Prostate cancer,hsa05216:Thyroid cancer,hsa05217:Basal cell carcinoma,hsa05218:Melanoma,hsa05219:Bladder cancer,hsa05220:Chronic myeloid leukemia,hsa05222:Small cell lung cancer,hsa05223:Non-small cell lung cancer,hsa05230:Central carbon metabolism in cancer,	114480~Breast cancer,114500~Colorectal cancer,114550~Hepatocellular carcinoma,137800~Glioma susceptibility 1,151623~Li-Fraumeni syndrome,202300~Adrenal cortical carcinoma,259500~Osteosarcoma,260350~Pancreatic cancer,260500~Choroid plexus papilloma,607107~Nasopharyngeal carcinoma,614740~Basal cell carcinoma 7,			3D-structure,Acetylation,Activator,Alternative promoter usage,Alternative splicing,Apoptosis,Biological rhythms,Cell cycle,Complete proteome,Cytoplasm,Disease mutation,DNA-binding,Endoplasmic reticulum,Glycoprotein,Host-virus interaction,Isopeptide bond,Li-Fraumeni syndrome,Membrane,Metal-binding,Methylation,Mitochondrion,Necrosis,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repressor,somatic,Transcription,Transcription regulation,Transmembrane,Transmembrane helix,Tumor suppressor,Ubl conjugation,Zinc,ZincFT   VARIANT     247    248       NR -> KW (in sporadic cancers,	chain:Cellular tumor antigen p53,cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO),cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin),helix,metal ion-binding site:Zinc,modified residue,mutagenesis site,region of interest:Basic (repression of DNA-binding),region of interest:Interaction with AXIN1,region of interest:Interaction with CARM1,region of interest:Interaction with E4F1,region of interest:Interaction with HIPK1,region of interest:Interaction with HIPK2,region of interest:Interaction with HRMT1L2,region of interest:Interaction with USP7,region of interest:Interaction with WWOX,region of interest:Interacts with the 53BP2 SH3 domain,region of interest:Oligomerization,region of interest:Required for interaction with FBXO42,region of interest:Transcription activation (acidic),sequence variant,short sequence motif:[KR]-[STA]-K motif,short sequence motif:Bipartite nuclear localization signal,short sequence motif:Nuclear export signal,splice variant,strand,turn,
USP28	ubiquitin specific peptidase 28(USP28)	Homo sapiens				GO:0000077~DNA damage checkpoint,GO:0006281~DNA repair,GO:0006511~ubiquitin-dependent protein catabolic process,GO:0006974~cellular response to DNA damage stimulus,GO:0007265~Ras protein signal transduction,GO:0008283~cell proliferation,GO:0010212~response to ionizing radiation,GO:0016579~protein deubiquitination,GO:0031647~regulation of protein stability,GO:0034644~cellular response to UV,GO:0042771~intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0043234~protein complex,	GO:0004843~thiol-dependent ubiquitin-specific protease activity,GO:0005515~protein binding,GO:0036459~thiol-dependent ubiquitinyl hydrolase activity,	IPR001394:Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2,IPR009060:UBA-like,IPR018200:Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2, conserved site,					3D-structure,Alternative splicing,Coiled coil,Complete proteome,DNA damage,DNA repair,Hydrolase,Nucleus,Phosphoprotein,Protease,Proteomics identification,Reference proteome,Thiol protease,Ubl conjugation pathway,	chain:Ubiquitin carboxyl-terminal hydrolase 28,modified residue,repeat:UIM,sequence conflict,splice variant,
USP35	ubiquitin specific peptidase 35(USP35)	Homo sapiens				GO:0006511~ubiquitin-dependent protein catabolic process,GO:0016579~protein deubiquitination,		GO:0004843~thiol-dependent ubiquitin-specific protease activity,GO:0036459~thiol-dependent ubiquitinyl hydrolase activity,	IPR001394:Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2,IPR016024:Armadillo-type fold,IPR018200:Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2, conserved site,					Alternative splicing,Coiled coil,Complete proteome,Hydrolase,Phosphoprotein,Polymorphism,Protease,Proteomics identification,Reference proteome,Thiol protease,Ubl conjugation pathway,	chain:Ubiquitin carboxyl-terminal hydrolase 35,modified residue,sequence variant,
USP43	ubiquitin specific peptidase 43(USP43)	Homo sapiens				GO:0006511~ubiquitin-dependent protein catabolic process,GO:0016579~protein deubiquitination,GO:0019985~translesion synthesis,	GO:0005654~nucleoplasm,	GO:0019785~ISG15-specific protease activity,GO:0036459~thiol-dependent ubiquitinyl hydrolase activity,	IPR001394:Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2,IPR018200:Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2, conserved site,					Alternative splicing,Complete proteome,Hydrolase,Methylation,Phosphoprotein,Protease,Proteomics identification,Reference proteome,Thiol protease,Ubl conjugation pathway,	chain:Ubiquitin carboxyl-terminal hydrolase 43,modified residue,sequence conflict,splice variant,
XYLT2	xylosyltransferase 2(XYLT2)	Homo sapiens				GO:0006024~glycosaminoglycan biosynthetic process,GO:0015012~heparan sulfate proteoglycan biosynthetic process,GO:0030206~chondroitin sulfate biosynthetic process,GO:0030210~heparin biosynthetic process,GO:0050650~chondroitin sulfate proteoglycan biosynthetic process,	GO:0000139~Golgi membrane,GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0008375~acetylglucosaminyltransferase activity,GO:0030158~protein xylosyltransferase activity,	IPR003406:Glycosyl transferase, family 14,IPR024448:Xylosyltransferase,	hsa00532:Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,hsa00534:Glycosaminoglycan biosynthesis - heparan sulfate / heparin,hsa01100:Metabolic pathways,	264800~Pseudoxanthoma elasticum, modifier of severity of,605822~Spondyloocular syndrome,			Alternative splicing,Complete proteome,Disease mutation,Disulfide bond,Endoplasmic reticulum,Glycoprotein,Glycosyltransferase,Golgi apparatus,Membrane,Polymorphism,Proteomics identification,Reference proteome,Signal-anchor,Transferase,Transmembrane,Transmembrane helix,	chain:Xylosyltransferase 2,glycosylation site:N-linked (GlcNAc...),sequence variant,splice variant,topological domain:Cytoplasmic,topological domain:Lumenal,transmembrane region,
ZC3H13	zinc finger CCCH-type containing 13(ZC3H13)	Homo sapiens					GO:0005654~nucleoplasm,GO:0016021~integral component of membrane,GO:0016607~nuclear speck,	GO:0005515~protein binding,GO:0044822~poly(A) RNA binding,GO:0046872~metal ion binding,	IPR000571:Zinc finger, CCCH-type,				SM00356:ZnF_C3H1,	Alternative splicing,Coiled coil,Complete proteome,Isopeptide bond,Membrane,Metal-binding,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,Transmembrane,Transmembrane helix,Ubl conjugation,Zinc,Zinc-finger,	chain:Zinc finger CCCH domain-containing protein 13,compositionally biased region:Arg/Glu-rich,compositionally biased region:Arg/Ser-rich,compositionally biased region:Lys-rich,compositionally biased region:Ser-rich,modified residue,sequence conflict,sequence variant,splice variant,zinc finger region:C3H1-type,
ZC3H18	zinc finger CCCH-type containing 18(ZC3H18)	Homo sapiens					GO:0005654~nucleoplasm,	GO:0005515~protein binding,GO:0044822~poly(A) RNA binding,GO:0046872~metal ion binding,	IPR000571:Zinc finger, CCCH-type,				SM00356:ZnF_C3H1,	Acetylation,Alternative splicing,Coiled coil,Complete proteome,Isopeptide bond,Metal-binding,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Ubl conjugation,Zinc,Zinc-finger,	chain:Zinc finger CCCH domain-containing protein 18,compositionally biased region:Poly-Asp,compositionally biased region:Pro-rich,compositionally biased region:Ser-rich,modified residue,sequence conflict,sequence variant,splice variant,zinc finger region:C3H1-type,
ZNF292	zinc finger protein 292(ZNF292)	Homo sapiens				GO:0006366~transcription from RNA polymerase II promoter,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,	GO:0005634~nucleus,	GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0046872~metal ion binding,	IPR007087:Zinc finger, C2H2,IPR013087:Zinc finger C2H2-type/integrase DNA-binding domain,IPR015880:Zinc finger, C2H2-like,				SM00355:ZnF_C2H2,	3D-structure,Acetylation,Alternative splicing,Coiled coil,Complete proteome,DNA-binding,Metal-binding,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,Transcription,Transcription regulation,Zinc,Zinc-finger,	chain:Zinc finger protein 292,helix,modified residue,sequence conflict,strand,zinc finger region:C2H2-type 1,zinc finger region:C2H2-type 2,zinc finger region:C2H2-type 3,zinc finger region:C2H2-type 4,zinc finger region:C2H2-type 5,zinc finger region:C2H2-type 6,zinc finger region:C2H2-type 7,zinc finger region:C2H2-type 8,zinc finger region:C2H2-type 9,
ZNF750	zinc finger protein 750(ZNF750)	Homo sapiens				GO:0006366~transcription from RNA polymerase II promoter,GO:0008544~epidermis development,GO:0030154~cell differentiation,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,	GO:0005634~nucleus,GO:0005730~nucleolus,GO:0043231~intracellular membrane-bounded organelle,	GO:0001046~core promoter sequence-specific DNA binding,GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0005515~protein binding,GO:0046872~metal ion binding,			610227~Seborrhea-like dermatitis with psoriasiform elements,			Activator,Complete proteome,Differentiation,Metal-binding,Nucleus,Polymorphism,Proteomics identification,Reference proteome,Transcription,Transcription regulation,Zinc,Zinc-finger,	chain:Protein ZNF750,sequence conflict,sequence variant,
